country_name,iso3c,short_name_unit,short_name,short_unit,category,weo_vintage,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027
Afghanistan,AFG,Gross National Savings (% of GDP),Gross National Savings,% of GDP,savings & investment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.151,59.718,72.57,67.274,50.333,119.243,63.99,78.09,59.699,52.981,36.204,24.538,24.009,22.176,28.312,26.058,30.197,29.897,27.619,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Inflation (avg - index),Inflation,avg - index,inflation,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.263,42.413,49.351,54.566,58.269,63.327,80.057,74.604,76.229,85.227,90.717,97.417,101.97,101.296,105.736,110.998,111.693,114.264,120.671,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Inflation (avg - % change),Inflation,avg - % change,inflation,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.663,16.358,10.569,6.785,8.681,26.419,-6.811,2.179,11.804,6.441,7.386,4.674,-0.662,4.384,4.976,0.626,2.302,5.607,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Inflation (eop - index),Inflation,eop - index,inflation,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.89,45.691,51.752,57.219,59.671,69.273,82.306,74.211,81.814,89.433,94.687,101.543,103.053,104.218,109,112.315,113.162,116.3,122.1,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Inflation (eop - % change),Inflation,eop - % change,inflation,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.53,13.266,10.562,4.285,16.092,18.814,-9.836,10.246,9.312,5.875,7.241,1.487,1.131,4.588,3.041,0.755,2.773,4.987,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Imports - Goods & Services (volume % change),Imports - Goods & Services,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.077,-1.088,54.659,-2.541,-9.417,-8.876,30.203,32.771,12.749,30.54,3.61,-14.292,16.07,-7.54,4.199,-5.188,-7.473,-2.925,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Imports - Goods (volume % change),Imports - Goods,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.776,-3.63,50.988,-1.326,-14.673,-4.421,28.028,34,7.977,34.866,7.832,-16.002,24.27,-7.2,2.286,-8.103,-4.937,-2.844,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Exports - Goods & Services (volume % change),Exports - Goods & Services,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.721,-6.049,46.504,-7.69,-10.467,-6.459,30.656,10.856,2.823,-23.515,-37.604,51.906,-11.653,-14.811,-6.6,28.012,-3.838,0.534,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Exports - Goods (volume % change),Exports - Goods,volume % change,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.025,-27.539,17.471,-33.069,38.542,51.414,-20.925,-2.253,-9.483,4.546,9.76,34.978,12.886,13.944,18.11,2.545,1.531,-16.606,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Unemployment Rate (%),Unemployment Rate,%,population & employment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Employment (mn),Employment,mn,population & employment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Population (mn),Population,mn,population & employment,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.707,19.477,20.237,20.947,21.596,22.426,22.997,23.596,24.269,25.031,25.864,26.736,27.601,28.425,29.2,29.7,31.6,32.2,32.941,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Revenue (bn local currency),Fiscal Revenue,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.235,21.618,31.209,44.926,65.518,81.163,88.162,117.745,154.612,177.821,260.571,271.903,280.187,301.356,344.327,347.829,405.873,395.923,397.564,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Revenue (% of GDP),Fiscal Revenue,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.845,9.826,12.676,14.733,18.946,18.986,17.036,19.391,21.722,21.265,25.21,24.346,23.684,24.569,28.156,27.059,30.57,26.941,25.694,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Expenditure (bn local currency),Fiscal Expenditure,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.411,26.242,37.101,47.868,63.294,91.817,108.251,128.548,148.052,183.439,258.689,278.95,300.521,318.255,342.771,356.482,384.176,411.473,432.266,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Expenditure (% of GDP),Fiscal Expenditure,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.943,11.927,15.069,15.698,18.303,21.478,20.918,21.17,20.801,21.937,25.028,24.977,25.402,25.947,28.029,27.732,28.936,27.999,27.937,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance (bn local currency),Fiscal Balance,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.176,-4.624,-5.891,-2.941,2.225,-10.654,-20.09,-10.803,6.56,-5.618,1.882,-7.047,-20.334,-16.898,1.556,-8.653,21.697,-15.55,-34.703,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance (% of GDP),Fiscal Balance,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.098,-2.102,-2.393,-0.965,0.643,-2.492,-3.882,-1.779,0.922,-0.672,0.182,-0.631,-1.719,-1.378,0.127,-0.673,1.634,-1.058,-2.243,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance - Structural (bn - local currency),Fiscal Balance - Structural,bn - local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance - Structural (% of GDP),Fiscal Balance - Structural,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance - Primary (bn - local currency),Fiscal Balance - Primary,bn - local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.891,-2.797,2.364,-10.524,-19.994,-10.691,6.643,-4.794,2.66,-6.075,-19.935,-16.27,2.35,-7.767,22.486,-14.971,-34.131,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Fiscal Balance - Primary (% of GDP),Fiscal Balance - Primary,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.393,-0.917,0.684,-2.462,-3.864,-1.761,0.933,-0.573,0.257,-0.544,-1.685,-1.326,0.192,-0.604,1.694,-1.019,-2.206,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Debt - Net (bn local currency),Debt - Net,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Debt - Net (% of GDP),Debt - Net,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Debt - Gross (bn local currency),Debt - Gross,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618.456,595.36,603.134,629.234,79.485,86.083,98.622,98.658,54.784,62.726,69.865,77.111,102.928,112.281,103.181,102.807,98.042,90.092,114.461,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Debt - Gross (% of GDP),Debt - Gross,% of GDP,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,345.977,270.602,244.967,206.356,22.985,20.137,19.057,16.247,7.697,7.501,6.759,6.904,8.7,9.154,8.437,7.998,7.384,6.13,7.397,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Nominal GDP FY (bn local currency),Nominal GDP FY,bn local currency,fiscal & debt,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.756,220.013,246.21,304.926,345.817,427.495,517.509,607.227,711.759,836.222,1033.59,1116.83,1183.04,1226.57,1222.92,1285.46,1327.69,1469.6,1547.29,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Current Account Balance (bn USD),Current Account Balance,bn USD,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.481,1.348,1.915,1.864,1.444,5.424,3.477,5.018,4.51,4.754,2.205,0.291,1.35,0.744,1.627,1.431,2.237,2.209,2.247,NA,NA,NA,NA,NA,NA,NA
Afghanistan,AFG,Current Account Balance (% of GDP),Current Account Balance,% of GDP,external,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.908,29.616,37.216,30.226,20.844,63.39,33.769,41.587,29.43,26.574,10.864,1.444,6.549,3.709,9.029,7.576,12.158,11.705,11.157,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,Real GDP (bn local currency),Real GDP,bn local currency,GDP,2022 - Oct,311.514,329.27,338.819,342.546,349.397,344.156,363.428,360.521,355.474,390.31,351.279,252.921,234.711,257.243,281.424,306.47,334.359,297.833,324.13,365.912,391.33,423.784,443.009,467.501,493.283,520.544,551.27,584.254,628.073,649.141,673.204,690.339,700.125,707.14,719.688,735.657,760.044,788.943,820.653,837.786,808.617,877.475,912.574,935.388,965.321,996.211,1030.08,1065.11
Albania,ALB,Real GDP (% change),Real GDP,% change,GDP,2022 - Oct,2.684,5.7,2.9,1.1,2,-1.5,5.6,-0.8,-1.4,9.8,-10,-28,-7.2,9.6,9.4,8.9,9.1,-10.924,8.829,12.891,6.946,8.293,4.537,5.529,5.515,5.526,5.903,5.983,7.5,3.354,3.707,2.545,1.418,1.002,1.774,2.219,3.315,3.802,4.019,2.088,-3.482,8.516,4,2.5,3.2,3.2,3.4,3.4
Albania,ALB,Nominal GDP (bn local currency),Nominal GDP,bn local currency,GDP,2022 - Oct,18.489,19.126,19.698,19.9,19.645,20.065,20.692,20.531,20.238,22.228,20.006,19.519,63.341,149.142,223.571,267.424,334.359,331.324,384.848,443.594,501.199,563.449,610.494,677.738,737.656,804.163,872.735,965.528,1080.68,1143.94,1239.65,1300.62,1332.81,1350.05,1395.31,1434.31,1472.48,1550.65,1636.73,1691.9,1644.08,1889.84,2059.02,2176.66,2287.47,2403.26,2530.79,2664.39
Albania,ALB,Nominal GDP (bn USD),Nominal GDP,bn USD,GDP,2022 - Oct,1.946,2.229,2.296,2.319,2.29,2.339,2.587,2.566,2.53,2.779,2.221,1.333,0.843,1.461,2.361,2.882,3.2,2.259,2.56,3.209,3.483,3.928,4.348,5.611,7.185,8.052,8.896,10.677,12.881,12.044,11.937,12.899,12.324,12.784,13.246,11.389,11.862,13.053,15.157,15.399,15.161,18.31,18.256,18.842,19.858,21.219,22.528,23.889
Albania,ALB,Nominal GDP (bn PPP),Nominal GDP,bn PPP,GDP,2022 - Oct,5.759,6.663,7.28,7.649,8.083,8.214,8.848,8.994,9.181,10.476,9.782,7.281,6.911,7.754,8.664,9.633,10.702,9.697,10.672,12.217,13.362,14.796,15.708,16.904,18.315,19.933,21.761,23.686,25.951,26.994,28.331,29.655,30.53,30.604,32.529,33.595,34.736,37.609,40.055,41.623,40.658,45.953,51.189,54.338,57.254,60.184,63.415,66.84
Albania,ALB,GDP Deflator (index),GDP Deflator,index,GDP,2022 - Oct,5.935,5.809,5.814,5.809,5.623,5.83,5.694,5.695,5.693,5.695,5.695,7.717,26.987,57.977,79.443,87.259,100,111.245,118.733,121.229,128.076,132.957,137.806,144.97,149.54,154.485,158.314,165.258,172.062,176.223,184.141,188.404,190.368,190.917,193.876,194.969,193.736,196.547,199.442,201.949,203.32,215.372,225.628,232.701,236.964,241.24,245.688,250.153
Albania,ALB,Real GDP per capita (local currency),Real GDP per capita,local currency,GDP,2022 - Oct,116584.54,120786.15,121689.95,120446.72,120297.85,116082.04,120235.6,116915.4,113124,120916.02,106884.08,77421.84,72284.5,79708.68,87738.26,96138.99,105541.55,94601.8,103604.5,117702.98,126683.82,138483.63,145200.81,153802.8,162964.38,172852.94,184214.3,196717.32,213100.25,221737.48,231101.54,237622.4,241389.08,244254.87,249104.37,255374.21,264262.01,273542.43,284678.59,290805.66,280984.5,305428.18,318371.83,327239.88,338749.82,350720.75,363876.33,377613.26
Albania,ALB,Real GDP per capita (PPP),Real GDP per capita,PPP,GDP,2022 - Oct,5557.56,5757.84,5800.93,5741.66,5734.57,5533.6,5731.6,5573.33,5392.59,5764.04,5095.14,3690.68,3445.78,3799.69,4182.46,4582.92,5031.14,4509.64,4938.8,5610.87,6038.99,6601.48,6921.68,7331.74,7768.47,8239.85,8781.45,9377.46,10158.43,10570.17,11016.55,11327.4,11506.95,11643.57,11874.74,12173.62,12597.3,13039.7,13570.55,13862.63,13394.46,14559.68,15176.7,15599.44,16148.12,16718.77,17345.89,18000.73
Albania,ALB,Nominal GDP per capita (local currency),Nominal GDP per capita,local currency,GDP,2022 - Oct,6919.41,7016.15,7074.57,6997.24,6763.89,6767.92,6845.79,6657.96,6440.37,6886.27,6087.18,5975.01,19507.21,46212.78,69701.86,83890.18,105541.55,105239.73,123012.54,142690.68,162251.41,184123.19,200095.8,222968.14,243696.87,267031.94,291636.22,325091.66,366664.68,390752.87,425552.92,447689.08,459526.46,466324.61,482954.1,497901.56,511970.59,537640.3,567769.71,587280.29,571296.57,657808.05,718335.97,761490.02,802716.63,846078.15,894000.51,944610.78
Albania,ALB,Nominal GDP per capita (USD),Nominal GDP per capita,USD,GDP,2022 - Oct,728.359,817.734,824.542,815.529,788.332,788.801,855.724,832.245,805.046,860.784,675.736,408.022,259.75,452.623,736.028,903.989,1009.97,717.381,818.32,1032.26,1127.64,1283.57,1425.13,1846.12,2373.58,2673.77,2972.75,3595.05,4370.56,4114.09,4097.83,4439.89,4248.91,4415.6,4584.92,3953.61,4124.41,4525.89,5257.71,5345.06,5268.24,6373.3,6369.01,6591.68,6968.69,7470.08,7958.02,8469.51
Albania,ALB,Nominal GDP per capita (PPP),Nominal GDP per capita,PPP,GDP,2022 - Oct,2155.36,2444.3,2614.75,2689.39,2783.01,2770.39,2927.3,2916.87,2921.8,3245.53,2976.25,2228.77,2128.3,2402.52,2701.03,3021.7,3377.97,3080.04,3411.12,3929.91,4325.59,4835.02,5148.56,5561.21,6050.65,6619.06,7271.78,7975.19,8805.05,9220.65,9725.55,10207.74,10526.27,10570.98,11259.26,11662,12077.6,13039.7,13894.73,14447.7,14128,15995.17,17858.42,19009.87,20091.41,21188,22401.27,23696.8
Albania,ALB,Output Gap (% of potential GDP),Output Gap,% of potential GDP,GDP,2022 - Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Albania,ALB,GDP % share of world total (PPP),GDP % share of world total,PPP,GDP,2022 - Oct,0.043,0.045,0.046,0.045,0.044,0.042,0.043,0.041,0.039,0.041,0.035,0.025,0.021,0.022,0.024,0.025,0.026,0.022,0.024,0.026,0.026,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.031,0.032,0.031,0.031,0.03,0.029,0.03,0.03,0.03,0.031,0.031,0.031,0.031,0.031,0.032,0.032,0.032,0.032,0.032,0.032
Albania,ALB,Implied PPP Conversion Rate (LC per int dollar),Implied PPP Conversion Rate,LC per int dollar,other,2022 - Oct,3.21,2.87,2.706,2.602,2.43,2.443,2.339,2.283,2.204,2.122,2.045,2.681,9.166,19.235,25.806,27.763,31.244,34.168,36.062,36.309,37.51,38.081,38.864,40.093,40.276,40.343,40.105,40.763,41.643,42.378,43.756,43.858,43.655,44.114,42.894,42.694,42.39,41.231,40.862,40.649,40.437,41.125,40.224,40.058,39.953,39.932,39.908,39.862
Albania,ALB,Total Investment (% of GDP),Total Investment,% of GDP,savings & investment,2022 - Oct,4.85,44.377,47.592,50.658,52.943,46.186,44.293,46.325,45.102,44.823,49.84,9.509,7.438,18.881,25.603,25.746,18.064,16.659,19.743,19.735,30.796,34.989,35.264,33.897,34.197,36.87,35.698,34.462,33.374,32.641,31.318,33.462,29.824,27.491,27.288,26.237,25.47,24.672,24.118,23.032,22.79,27.016,28.492,27.559,26.29,24.578,22.92,21.65
Albania,ALB,Gross National Savings (% of GDP),Gross National Savings,% of GDP,savings & investment,2022 - Oct,27.121,39.852,41.023,44.479,46.845,40.83,40.314,42.435,40.026,38.061,41.016,-8.026,9.426,23.388,21.832,21.481,16.07,10.2,16.235,17.803,23.768,28.703,25.056,26.156,28.359,27.784,29.59,23.837,17.569,16.654,20.023,20.254,19.674,16.827,13.361,15.804,16.796,17.085,17.109,14.742,14.074,16.51,14.597,15.486,15.839,15.879,16.063,16.227
